event_id,user_id,timestamp,city,latitude,longitude,typing_speed_wpm,click_through_rate,login_hour,is_anomaly,anomaly_type,implied_speed_kmh
U009_N0000,U009,2024-01-01 08:06:11.963589,Atlanta,33.76590454101322,-84.4188768168527,68.10087363816456,0.3525982095608913,8,0,none,
U015_N0000,U015,2024-01-01 08:09:13.222110,New York,40.73226835744745,-74.02807747022139,55.23150414045183,0.4677983428831277,8,0,none,
U021_N0000,U021,2024-01-01 08:13:14.199100,New York,40.71894708030933,-74.0128827440622,64.78351615530461,0.3145676239205194,8,0,none,
U027_N0000,U027,2024-01-01 08:16:47.242736,Houston,29.73044667201976,-95.32673180976396,64.59921085759802,0.2454389053439588,8,0,none,
U044_N0000,U044,2024-01-01 08:19:56.119010,Chicago,41.863407889553386,-87.62531979740855,63.876105906476056,0.36887581791102564,8,0,none,
U034_N0000,U034,2024-01-01 08:21:14.879195,Seattle,47.56044816933255,-122.32987672733216,71.89459116232108,0.34209417218969657,8,0,none,
U007_N0000,U007,2024-01-01 08:25:31.616332,Chicago,41.84160226813482,-87.67577082507773,71.18124628558299,0.3870930993910464,8,0,none,
U033_N0000,U033,2024-01-01 08:26:14.965746,Seattle,47.610951327029085,-122.32891951128224,68.65588683048456,0.37536782750877346,8,0,none,
U017_N0000,U017,2024-01-01 08:33:36.364621,Atlanta,33.73190439298728,-84.34310321379176,62.66040008048117,0.313068677480723,8,0,none,
U045_N0000,U045,2024-01-01 08:37:17.097729,New York,40.753153180140956,-74.00451056238248,78.77669421454796,0.3481490615676435,8,0,none,
U026_N0000,U026,2024-01-01 08:38:46.125508,Los Angeles,34.05500387409986,-118.28028353180339,70.41954075522423,0.37470527742588483,8,0,none,
U039_N0000,U039,2024-01-01 08:38:57.289680,Atlanta,33.715683369989634,-84.3707422620603,68.5485205238302,0.41280178818383334,8,0,none,
U035_N0000,U035,2024-01-01 08:40:44.896323,Boston,42.32528503039505,-71.09919746806419,58.94480189717316,0.44409966036028514,8,0,none,
U022_N0000,U022,2024-01-01 08:51:18.012335,Los Angeles,34.05277722090688,-118.23599708077393,49.31906300013644,0.2586529351705913,8,0,none,
U047_N0000,U047,2024-01-01 08:56:12.254206,Boston,42.38140128012483,-71.09968473392334,67.13609813945213,0.2528357102257246,8,0,none,
U031_N0000,U031,2024-01-01 08:59:34.315480,Atlanta,33.75432109871388,-84.35676668593665,62.29293760303034,0.42569853377534594,8,0,none,
U024_N0000,U024,2024-01-01 09:03:10.112047,Seattle,47.56334179947051,-122.29841791489747,77.51348104966922,0.18982156600197603,9,0,none,
U014_N0000,U014,2024-01-01 09:16:31.487848,Houston,29.758357458570387,-95.41853528727276,62.75101505040863,0.28217203477695463,9,0,none,
U016_N0000,U016,2024-01-01 09:23:56.507772,Houston,29.755994195129396,-95.35930268837258,66.38033936366608,0.3768980585394287,9,0,none,
U048_N0000,U048,2024-01-01 09:29:14.296401,Chicago,41.90172716891874,-87.64312497854944,61.23816057243289,0.4487350851573537,9,0,none,
U006_N0000,U006,2024-01-01 09:33:12.745205,Los Angeles,34.0412761129266,-118.20976456708406,61.36345482152538,0.27796056862307206,9,0,none,
U013_N0000,U013,2024-01-01 09:34:46.621471,Houston,29.768207013112423,-95.3402195318659,66.46774305565361,0.3426520968043868,9,0,none,
U023_N0000,U023,2024-01-01 09:37:55.085424,Atlanta,33.70334379855611,-84.39297509146712,70.99898159093249,0.37106261797647244,9,0,none,
U008_N0000,U008,2024-01-01 09:38:20.872404,Chicago,41.92514232208456,-87.65027092096926,80.85808691024839,0.38235588635378065,9,0,none,
U002_N0000,U002,2024-01-01 09:38:26.800402,New York,40.730508436429666,-74.03512758455697,61.39381395927562,0.3439487130142149,9,0,none,
U032_N0000,U032,2024-01-01 09:51:26.429873,Chicago,41.85149922235884,-87.67628247119504,79.05996301899764,0.2515058537253686,9,0,none,
U010_N0000,U010,2024-01-01 09:56:51.516134,New York,40.7376290477516,-74.04694987358829,55.030613115868334,0.22245673772520574,9,0,none,
U040_N0000,U040,2024-01-01 10:02:12.994817,Chicago,41.856861795709385,-87.62331856741312,71.19908271065036,0.38493789442784904,10,0,none,
U019_N0000,U019,2024-01-01 10:09:43.306166,Denver,39.78059439679263,-104.97331938949895,64.27376082743285,0.2540510814527046,10,0,none,
U001_N0000,U001,2024-01-01 10:14:12.949501,Chicago,41.839997491581805,-87.63407511080341,75.81596384041863,0.30767757111377697,10,0,none,
U004_N0000,U004,2024-01-01 10:20:39.802182,Houston,29.775032568634696,-95.40004575490708,75.94171714694168,0.38637599322921007,10,0,none,
U020_N0000,U020,2024-01-01 10:31:57.677290,Boston,42.37137079695437,-71.03064625977711,62.824680427739565,0.2778088381658092,10,0,none,
U012_N0000,U012,2024-01-01 10:47:05.759585,Chicago,41.83143812359842,-87.59970186986908,60.248308546709715,0.3731239241565651,10,0,none,
U011_N0000,U011,2024-01-01 10:49:41.012049,New York,40.710569674378135,-74.05379585830435,70.16472324792927,0.23013624880714964,10,0,none,
U043_N0001,U043,2024-01-02 06:07:12.124541,Houston,29.753277987225893,-95.3510117989165,68.01011510112454,0.3973501119924183,6,0,none,
U015_N0001,U015,2024-01-02 06:20:08.695448,New York,40.71832761971391,-73.98652407111507,55.941314292391816,0.4673275757576985,6,0,none,
U044_N0001,U044,2024-01-02 06:36:48.647819,Chicago,41.87549166920335,-87.67909966500766,74.54404677802839,0.2877798721502533,6,0,none,
U017_N0001,U017,2024-01-02 06:38:40.000534,Atlanta,33.785042948767895,-84.39856729859798,79.29446088165956,0.2838172680974024,6,0,none,
U049_N0001,U049,2024-01-02 06:41:47.606529,Houston,29.762254483131134,-95.39084902505545,81.17142695347306,0.2646156039944655,6,0,none,
U021_N0001,U021,2024-01-02 07:03:48.723432,New York,40.69229787333638,-74.0362745636343,62.75859799147216,0.21590652378789216,7,0,none,
U033_N0001,U033,2024-01-02 07:21:38.721129,Seattle,47.64848030809602,-122.30762047698252,72.31158267775366,0.3763387770281056,7,0,none,
U047_N0001,U047,2024-01-02 07:22:31.272221,Boston,42.33472510898838,-71.02744197980876,52.2805453200468,0.21607832915705866,7,0,none,
U042_N0001,U042,2024-01-02 07:28:36.753718,Seattle,47.5904394352552,-122.3498954134302,51.69228610265439,0.2660031240764107,7,0,none,
U029_N0001,U029,2024-01-02 07:33:39.601891,Chicago,41.84751748637042,-87.63262166376921,55.28703593766756,0.3154493927029869,7,0,none,
U026_N0001,U026,2024-01-02 07:35:37.802157,Los Angeles,34.097910339425226,-118.21880470119343,78.33708925271807,0.35818631788596134,7,0,none,
U009_N0001,U009,2024-01-02 07:35:52.231633,Atlanta,33.79972378999036,-84.43699739946706,65.67424566532277,0.3602307866965171,7,0,none,
U036_N0001,U036,2024-01-02 07:35:57.391266,New York,40.70753603574556,-73.98489761408617,85.90015443654848,0.33958157880159706,7,0,none,
U023_N0001,U023,2024-01-02 07:39:28.597081,Atlanta,33.71069198643798,-84.38952456764345,76.25338942958454,0.3826391859240467,7,0,none,
U030_N0001,U030,2024-01-02 07:40:26.360394,Chicago,41.92673191722306,-87.59885924972993,67.63237718881949,0.41354238804909127,7,0,none,
U016_N0001,U016,2024-01-02 07:44:07.438182,Houston,29.736859893291463,-95.37051740483994,72.86199503161106,0.32267526981316835,7,0,none,
U035_N0001,U035,2024-01-02 07:45:30.677555,Boston,42.32605578107631,-71.04232633013201,65.0238347464174,0.3488137751878186,7,0,none,
U028_N0001,U028,2024-01-02 07:57:51.833376,Seattle,47.615165524879046,-122.3331887609545,78.55325256668124,0.3435296910456498,7,0,none,
U002_N0001,U002,2024-01-02 08:03:43.598451,New York,40.70052020867814,-74.0028526974795,66.72077205565827,0.4036556430002991,8,0,none,
U038_N0001,U038,2024-01-02 08:05:39.179703,Chicago,41.928731554919864,-87.60079807920599,69.69416337330979,0.31693975694771354,8,0,none,
U037_N0001,U037,2024-01-02 08:08:01.793468,Denver,39.693184174454814,-104.964320599537,77.9134619419403,0.42090504003957796,8,0,none,
U041_N0001,U041,2024-01-02 08:11:07.632080,Boston,42.387715290822946,-71.05940737455079,81.54835388297033,0.36686254969377136,8,0,none,
U034_N0001,U034,2024-01-02 08:14:24.632092,Seattle,47.56841100993097,-122.36186741438956,78.69282028412242,0.3609564411623604,8,0,none,
U048_N0001,U048,2024-01-02 08:15:41.456049,Chicago,41.85524692975213,-87.65210646913623,67.00760492405372,0.4596955306158754,8,0,none,
U040_N0001,U040,2024-01-02 08:40:15.643658,Chicago,41.87326149328721,-87.65726975927615,74.26997799173996,0.3068935610762537,8,0,none,
U014_N0001,U014,2024-01-02 08:40:46.940245,Houston,29.735337939882935,-95.33049234408382,59.76842184186515,0.3463419709511395,8,0,none,
U018_N0001,U018,2024-01-02 08:43:19.941951,Houston,29.731681427592914,-95.35303887434625,59.00177559907726,0.49274040227566474,8,0,none,
U003_N0001,U003,2024-01-02 08:54:46.217585,Boston,42.37718927435987,-71.10802894622456,62.64147216863406,0.3567010072665841,8,0,none,
U032_N0001,U032,2024-01-02 08:57:40.531006,Chicago,41.917899230775866,-87.60453174791319,77.67811960193002,0.3191543693007389,8,0,none,
U005_N0001,U005,2024-01-02 08:58:47.840677,Houston,29.74758882851458,-95.380552372143,79.83775692866504,0.31693852402650036,8,0,none,
U006_N0001,U006,2024-01-02 08:59:30.482203,Los Angeles,34.09662434107068,-118.2772546040577,64.66970675370011,0.32845664526698687,8,0,none,
U050_N0001,U050,2024-01-02 09:02:02.917048,Chicago,41.84609052839635,-87.6291815116713,55.8903886650659,0.27863727218003664,9,0,none,
U039_N0001,U039,2024-01-02 09:07:13.936942,Atlanta,33.78467007233504,-84.42419386997084,79.45613673989547,0.4338764731576933,9,0,none,
U012_N0001,U012,2024-01-02 09:07:17.287238,Chicago,41.867705393100174,-87.64066793296148,53.818709843468746,0.37736151251276845,9,0,none,
U045_N0001,U045,2024-01-02 09:16:32.027887,New York,40.66498122998032,-73.98582501950428,64.22912516026945,0.3319363512367235,9,0,none,
U025_N0001,U025,2024-01-02 09:19:18.015911,Boston,42.351826408090254,-71.05406981279232,73.52971916851912,0.2768766416515604,9,0,none,
U046_N0001,U046,2024-01-02 09:29:31.614392,Houston,29.777224119339657,-95.32019794851796,56.72049362761479,0.3262456468822219,9,0,none,
U013_N0001,U013,2024-01-02 09:33:08.895460,Houston,29.80667061400185,-95.35028337457096,62.40333472132062,0.3465007074796639,9,0,none,
U008_N0001,U008,2024-01-02 09:35:37.089678,Chicago,41.88533790161267,-87.61583680911725,75.44940928927134,0.432665219149243,9,0,none,
U031_N0001,U031,2024-01-02 09:40:11.172228,Atlanta,33.79476516530811,-84.40313225761508,61.44028302981843,0.30279837377249297,9,0,none,
U024_N0001,U024,2024-01-02 09:43:31.513905,Seattle,47.64187379904546,-122.36753857922925,73.70540482438234,0.2902430772301191,9,0,none,
U022_N0001,U022,2024-01-02 09:46:41.862588,Los Angeles,34.06438939417732,-118.23493867020149,60.410737317643466,0.27972466941762225,9,0,none,
U001_N0001,U001,2024-01-02 09:47:38.060735,Chicago,41.835641157902714,-87.60780012277331,69.08482235714978,0.32597506839730694,9,0,none,
U010_N0001,U010,2024-01-02 09:59:25.945609,New York,40.732423254761194,-73.9909594278089,73.96437998200729,0.26975031105216185,9,0,none,
U007_N0001,U007,2024-01-02 10:03:19.601062,Chicago,41.830436326965035,-87.66330469112528,76.69509265053583,0.4070151132669091,10,0,none,
U004_N0001,U004,2024-01-02 10:06:20.870947,Houston,29.735768288851123,-95.37373770432608,71.94560799580964,0.43235405946508465,10,0,none,
U019_N0001,U019,2024-01-02 10:14:01.467102,Denver,39.762757932213496,-104.98483610044812,67.28766072777623,0.2272064826998931,10,0,none,
U011_N0001,U011,2024-01-02 10:37:57.795426,New York,40.747803351284446,-74.004212632434,68.1659919670538,0.1716063030513902,10,0,none,
U020_N0001,U020,2024-01-02 10:42:44.329918,Boston,42.316272217141446,-71.02845122344199,58.53678344334568,0.3260984696529299,10,0,none,
U027_N0001,U027,2024-01-02 10:46:12.183883,Houston,29.721376246248067,-95.40612241158874,66.69166540771843,0.23367504415793236,10,0,none,
U033_N0002,U033,2024-01-03 06:20:35.055464,Seattle,47.63824416352002,-122.34907438895267,59.92702723038686,0.3858864647581852,6,0,none,
U047_N0002,U047,2024-01-03 06:49:53.175127,Boston,42.39294043549555,-71.02066434253403,58.466450301273916,0.2436089797534862,6,0,none,
U030_N0002,U030,2024-01-03 07:01:23.947260,Chicago,41.840107649237176,-87.5998079607744,73.62256473406991,0.3782248449375874,7,0,none,
U008_N0002,U008,2024-01-03 07:10:20.886614,Chicago,41.882575621955915,-87.65504756331617,90.65677819356502,0.3691072387873436,7,0,none,
U003_N0002,U003,2024-01-03 07:15:00.859535,Boston,42.39053149673579,-71.01112712180446,56.881449677222406,0.41190702588252104,7,0,none,
U043_N0002,U043,2024-01-03 07:15:24.127863,Houston,29.717703224815377,-95.34035303721043,79.98700128272692,0.33119257887838244,7,0,none,
U028_N0002,U028,2024-01-03 07:22:09.606363,Seattle,47.56697857840005,-122.35441171139551,84.4459370204472,0.4265819305312273,7,0,none,
U016_N0002,U016,2024-01-03 07:24:58.226792,Houston,29.74172889837759,-95.37162861676093,72.30940188812956,0.3150329910310628,7,0,none,
U015_N0002,U015,2024-01-03 07:28:34.000838,New York,40.712806808093205,-74.03979190639136,54.351089122153496,0.4585514111233752,7,0,none,
U006_N0002,U006,2024-01-03 07:30:05.783760,Los Angeles,34.028152119841494,-118.20272461604338,72.24962174494847,0.3066471824292079,7,0,none,
U037_N0002,U037,2024-01-03 07:36:30.540963,Denver,39.77429724020486,-104.95530963446446,71.87695802209929,0.3649634832898927,7,0,none,
U005_N0002,U005,2024-01-03 07:39:55.669070,Houston,29.75376031240554,-95.3945329377954,77.6814287281774,0.3217777647522112,7,0,none,
U024_N0002,U024,2024-01-03 07:43:04.101422,Seattle,47.65144446820562,-122.30488527560486,68.04827722181325,0.2595536655658826,7,0,none,
U050_N0002,U050,2024-01-03 07:47:17.440783,Chicago,41.91087086448208,-87.6609678776844,45.81520522472064,0.275870813596657,7,0,none,
U035_N0002,U035,2024-01-03 07:49:31.035089,Boston,42.36936750743979,-71.0294094352981,71.37469643046362,0.30903922089103286,7,0,none,
U009_N0002,U009,2024-01-03 07:58:59.497384,Atlanta,33.70623940685983,-84.40647209499217,66.68212403583853,0.34113970654905623,7,0,none,
U031_N0002,U031,2024-01-03 07:59:03.763157,Atlanta,33.70361526605413,-84.40785787221883,67.97407351216216,0.28091888324911907,7,0,none,
U021_N0002,U021,2024-01-03 08:00:40.210631,New York,40.732358070044,-73.97940298713291,71.06561792371772,0.3239078593038532,8,0,none,
U007_N0002,U007,2024-01-03 08:02:39.583664,Chicago,41.84053649222509,-87.6018176136655,72.85468376460796,0.3400454914249166,8,0,none,
U025_N0002,U025,2024-01-03 08:10:25.963181,Boston,42.39404495816388,-71.0776390530566,79.46814618003503,0.31997345302608066,8,0,none,
U045_N0002,U045,2024-01-03 08:10:49.769852,New York,40.75463169456137,-73.96270319550574,76.0991946845947,0.3215318839065998,8,0,none,
U018_N0002,U018,2024-01-03 08:11:24.104163,Houston,29.758525560414725,-95.36565941478018,64.52835527982084,0.3812485792470971,8,0,none,
U036_N0002,U036,2024-01-03 08:12:35.168614,New York,40.69051583305373,-73.96485005607727,75.19302621460105,0.3133787519113567,8,0,none,
U041_N0002,U041,2024-01-03 08:14:09.480790,Boston,42.35014510076124,-71.07148749290808,72.47607551965919,0.3640610928800441,8,0,none,
U002_N0002,U002,2024-01-03 08:16:38.447030,New York,40.68375064712925,-74.01997771071281,66.12691654155661,0.3390447153381924,8,0,none,
U040_N0002,U040,2024-01-03 08:17:47.609017,Chicago,41.88394181927535,-87.63726939567654,77.93060348239489,0.37651179344428914,8,0,none,
U019_N0002,U019,2024-01-03 08:19:42.374518,Denver,39.70582862560591,-104.9844339178447,61.75369659443981,0.36775506162856386,8,0,none,
U049_N0002,U049,2024-01-03 08:25:00.533267,Houston,29.765644431942526,-95.3515176507933,78.2300108554835,0.25978958712253897,8,0,none,
U022_N0002,U022,2024-01-03 08:29:50.559513,Los Angeles,34.09617624783454,-118.24842139379308,62.45233691059375,0.4009006279650481,8,0,none,
U012_N0002,U012,2024-01-03 08:33:12.982472,Chicago,41.88033451306062,-87.60035594384765,62.473195625726625,0.40259815324231735,8,0,none,
U048_N0002,U048,2024-01-03 08:38:09.109813,Chicago,41.890806228530515,-87.62992205090593,69.69643460586869,0.4738893134573052,8,0,none,
U042_N0002,U042,2024-01-03 08:42:27.851838,Seattle,47.63400529966758,-122.29696743194053,57.138386714010096,0.2925924620312584,8,0,none,
U017_N0002,U017,2024-01-03 08:46:05.643064,Atlanta,33.73790058331782,-84.40464248763678,73.86533914230777,0.25896203326070066,8,0,none,
U029_N0002,U029,2024-01-03 08:46:41.117737,Chicago,41.843802760893794,-87.61266084208842,48.46278936636612,0.24852552503454123,8,0,none,
U044_N0002,U044,2024-01-03 08:46:48.462244,Chicago,41.85768067971162,-87.6544356328441,69.41030238872291,0.4263455380176284,8,0,none,
U026_N0002,U026,2024-01-03 08:56:22.272009,Los Angeles,34.01046378069276,-118.21364979152796,67.82565862057706,0.47451259623981695,8,0,none,
U014_N0002,U014,2024-01-03 08:59:14.483001,Houston,29.750547167633044,-95.32159105360336,75.54378923702231,0.26787508226497486,8,0,none,
U032_N0002,U032,2024-01-03 09:08:38.670075,Chicago,41.850497994320435,-87.61140883942798,76.9745654240786,0.2281457343346812,9,0,none,
U046_N0002,U046,2024-01-03 09:08:45.574517,Houston,29.753279292420686,-95.36393149181106,52.539421132815676,0.345578529252784,9,0,none,
U023_N0002,U023,2024-01-03 09:10:15.790871,Atlanta,33.734027498223405,-84.37791673672258,82.13996491481858,0.31506134414788123,9,0,none,
U039_N0002,U039,2024-01-03 09:23:34.831123,Atlanta,33.758811005331296,-84.40192417092818,67.97787934137206,0.43777282732959105,9,0,none,
U027_N0002,U027,2024-01-03 09:36:16.463315,Houston,29.73624844547165,-95.3954689502014,74.01949845795798,0.2638653066944661,9,0,none,
U001_N0002,U001,2024-01-03 09:44:02.728662,Chicago,41.83906064345329,-87.6181613990667,68.38633571523312,0.34878536903690693,9,0,none,
U004_N0002,U004,2024-01-03 09:45:30.264368,Houston,29.796703149612245,-95.36213245914277,77.81942619923342,0.4738233295352898,9,0,none,
U011_N0002,U011,2024-01-03 09:47:38.717936,New York,40.70542783967898,-74.01484344133945,67.94919790624397,0.2508820856213402,9,0,none,
U020_N0002,U020,2024-01-03 10:09:25.920757,Boston,42.313364972339905,-71.09588903516673,68.17795952526176,0.2794489181666189,10,0,none,
U010_N0002,U010,2024-01-03 10:42:37.439716,New York,40.74301509829979,-73.965174846221,67.42314726823463,0.24926509787018142,10,0,none,
U034_N0002,U034,2024-01-03 10:50:45.211329,Seattle,47.5838700804699,-122.35734461514737,66.2824652092014,0.4401248987249788,10,0,none,
U013_N0002,U013,2024-01-03 10:54:02.352938,Houston,29.732071258594445,-95.40415519628101,72.83056293283276,0.31369853225818334,10,0,none,
U038_N0002,U038,2024-01-03 10:55:37.480021,Chicago,41.880533532097715,-87.60973009671827,55.22083233953876,0.2869552857328659,10,0,none,
U033_N0003,U033,2024-01-04 06:09:28.958080,Seattle,47.566662208736744,-122.32839491776582,73.53513501005409,0.3052782880391626,6,0,none,
U017_N0003,U017,2024-01-04 06:35:11.643799,Atlanta,33.79348220404438,-84.35650432249479,67.53942567511972,0.2771293311235667,6,0,none,
U028_N0003,U028,2024-01-04 06:43:18.504853,Seattle,47.586872746946476,-122.31479401240054,78.6542247738144,0.2863819966578861,6,0,none,
U047_N0003,U047,2024-01-04 06:54:22.480115,Boston,42.337163262156004,-71.04937025277529,52.035414357656016,0.2543889018275535,6,0,none,
U043_N0003,U043,2024-01-04 06:59:16.809354,Houston,29.716569042934065,-95.34443922864982,84.4651779140021,0.2815396859015214,6,0,none,
U049_N0003,U049,2024-01-04 07:02:49.089024,Houston,29.726213194527517,-95.36231802124088,67.5769427396021,0.27468094233107465,7,0,none,
U025_N0003,U025,2024-01-04 07:07:26.867634,Boston,42.37703536396618,-71.01100193850108,80.85671383739843,0.3642975500963422,7,0,none,
U009_N0003,U009,2024-01-04 07:09:15.210195,Atlanta,33.70851034861198,-84.40144024074867,63.52454865955395,0.265472294237469,7,0,none,
U003_N0003,U003,2024-01-04 07:12:36.584257,Boston,42.330498429541585,-71.0806852269739,53.79884742010539,0.4325022904765812,7,0,none,
U024_N0003,U024,2024-01-04 07:13:39.311466,Seattle,47.59685176578384,-122.37460302385726,78.27415135605189,0.30764638887995877,7,0,none,
U026_N0003,U026,2024-01-04 07:16:27.643326,Los Angeles,34.04603372316027,-118.27839826128769,68.92151967686986,0.433233773795879,7,0,none,
U029_N0003,U029,2024-01-04 07:22:35.741910,Chicago,41.837764791535335,-87.64083052244891,54.422511806816935,0.27107944033846476,7,0,none,
U022_N0003,U022,2024-01-04 07:22:45.841681,Los Angeles,34.05351205076734,-118.22103919809996,57.71128530419872,0.3707901622396075,7,0,none,
U046_N0003,U046,2024-01-04 07:24:56.985163,Houston,29.7990757967009,-95.32854417223119,67.25099350792375,0.30238697767149936,7,0,none,
U006_N0003,U006,2024-01-04 07:40:37.611569,Los Angeles,34.02418938282588,-118.28875959637226,52.53936038118779,0.2812159053360991,7,0,none,
U048_N0003,U048,2024-01-04 07:52:41.734075,Chicago,41.85857689002199,-87.66775891933133,70.40834577642693,0.49875194340477275,7,0,none,
U035_N0003,U035,2024-01-04 07:54:34.699878,Boston,42.40020025994699,-71.01479226700546,68.40426759435312,0.392777143368271,7,0,none,
U030_N0003,U030,2024-01-04 08:07:57.573967,Chicago,41.83718894546001,-87.61654498591383,78.01142961608392,0.44960746503391175,8,0,none,
U032_N0003,U032,2024-01-04 08:08:29.189760,Chicago,41.857594414741264,-87.63789286018063,72.8127098036658,0.2334165668881186,8,0,none,
U011_N0003,U011,2024-01-04 08:22:20.984555,New York,40.676607485233355,-74.05408941791244,72.81771653000453,0.26194346001044155,8,0,none,
U021_N0003,U021,2024-01-04 08:22:30.799375,New York,40.74891193557274,-73.97547744418394,72.26468099522114,0.29520740072686663,8,0,none,
U005_N0003,U005,2024-01-04 08:27:38.429285,Houston,29.77593539222058,-95.33048822592936,78.990611738191,0.38777191898164914,8,0,none,
U045_N0003,U045,2024-01-04 08:27:54.299212,New York,40.75806112012539,-74.05606406093013,78.61106603138573,0.37529157492610504,8,0,none,
U016_N0003,U016,2024-01-04 08:33:44.085878,Houston,29.738521174465333,-95.36460300501217,73.4354147032679,0.3943511535216678,8,0,none,
U015_N0003,U015,2024-01-04 08:33:55.251826,New York,40.746529455920104,-73.99971536196044,53.59105687315567,0.48256894852945087,8,0,none,
U031_N0003,U031,2024-01-04 08:35:09.852477,Atlanta,33.78116838996625,-84.3653474317839,73.413503584672,0.3554264633780094,8,0,none,
U042_N0003,U042,2024-01-04 08:35:28.644976,Seattle,47.65515298364183,-122.36093014702125,63.322811167612855,0.29712826778803325,8,0,none,
U036_N0003,U036,2024-01-04 08:36:00.882822,New York,40.71626014923986,-74.00403850576456,78.53952814798276,0.32043864380117765,8,0,none,
U018_N0003,U018,2024-01-04 08:43:02.292653,Houston,29.77900753541888,-95.38096235539531,61.7798653732428,0.3196274319486573,8,0,none,
U041_N0003,U041,2024-01-04 08:45:08.343672,Boston,42.37644769629064,-71.06179851071077,71.95622014086628,0.275783216534334,8,0,none,
U044_N0003,U044,2024-01-04 08:52:05.087028,Chicago,41.86771170641717,-87.65800197951017,75.17345343248073,0.4131964847277872,8,0,none,
U007_N0003,U007,2024-01-04 09:04:11.598546,Chicago,41.925679981548434,-87.62995988542897,64.64883114691227,0.26572264626917086,9,0,none,
U027_N0003,U027,2024-01-04 09:08:27.665179,Houston,29.714739857793116,-95.35872779480583,73.2682345478302,0.2660679191592601,9,0,none,
U013_N0003,U013,2024-01-04 09:10:48.523586,Houston,29.793945323420957,-95.35491667784386,60.47207632028948,0.36423065687189926,9,0,none,
U050_N0003,U050,2024-01-04 09:15:37.558247,Chicago,41.89639868618671,-87.65592588618843,55.687169874850575,0.2229555475654118,9,0,none,
U038_N0003,U038,2024-01-04 09:25:29.431245,Chicago,41.92600669831797,-87.6732471812774,65.24119095568567,0.31307815651653675,9,0,none,
U019_N0003,U019,2024-01-04 09:26:18.085535,Denver,39.776909906872476,-104.97316808489221,60.09620075978852,0.30003361300888964,9,0,none,
U037_N0003,U037,2024-01-04 09:26:51.234744,Denver,39.749415935787965,-104.94988444026988,66.05564142727926,0.3612244106960247,9,0,none,
U014_N0003,U014,2024-01-04 09:28:41.494062,Houston,29.766459408129034,-95.39476772557363,68.09356426955455,0.324279815419824,9,0,none,
U023_N0003,U023,2024-01-04 09:29:44.964903,Atlanta,33.740215638184395,-84.42976055372068,64.8902493180693,0.27030566371130416,9,0,none,
U008_N0003,U008,2024-01-04 09:29:47.436948,Chicago,41.851308500868484,-87.58609429040328,72.75139586454003,0.43167665980388936,9,0,none,
U010_N0003,U010,2024-01-04 09:33:09.112764,New York,40.75264637979562,-74.01803726171933,59.00123332713974,0.34513867376476803,9,0,none,
U039_N0003,U039,2024-01-04 09:47:29.152858,Atlanta,33.77294439883266,-84.41624341566165,77.79645465093257,0.326143975299402,9,0,none,
