event_id,user_id,timestamp,city,latitude,longitude,typing_speed_wpm,click_through_rate,login_hour,is_anomaly,anomaly_type,implied_speed_kmh,prev_timestamp,prev_latitude,prev_longitude,hours_since_last_login,distance_from_last_login,velocity_kmh,predict,predicted_binary,anomaly_score
U001_N0018,U001,2024-01-19 08:55:09.685719,Chicago,41.8364892247109,-87.65460845860656,70.99396750816256,0.3758017254301033,8,0,none,,2024-01-18 10:29:25.668986,41.87174110031488,-87.65778921895293,22.428893536944443,3.928672284807028,0.1751612168623385,1,0,-0.3561472304304801
U001_N0019,U001,2024-01-20 08:28:21.711955,Chicago,41.84480869299534,-87.5802259514951,66.7648831079598,0.3397201815341936,8,0,none,,2024-01-19 08:55:09.685719,41.8364892247109,-87.65460845860656,23.55334062111111,6.230941629831634,0.2645459822479183,1,0,-0.36177273351132705
U001_N0020,U001,2024-01-21 09:37:06.628931,Chicago,41.883093458331714,-87.63522168354268,61.8413188004621,0.4294359258759649,9,0,none,,2024-01-20 08:28:21.711955,41.84480869299534,-87.5802259514951,25.14581027111111,6.234063633383448,0.2479165939045314,1,0,-0.4068296544946427
U001_N0021,U001,2024-01-22 10:36:57.201078,Chicago,41.86696544560614,-87.65578400617225,68.28725820569352,0.3991396475291857,10,0,none,,2024-01-21 09:37:06.628931,41.883093458331714,-87.63522168354268,24.997381151944445,2.4727613724062425,0.098920817239845,1,0,-0.4292177901598258
U001_N0022,U001,2024-01-23 08:58:38.275220,Chicago,41.84507175439654,-87.62918012232592,70.05839685490157,0.3746736971314676,8,0,none,,2024-01-22 10:36:57.201078,41.86696544560614,-87.65578400617225,22.361409483888888,3.2835021304470553,0.14683788751387863,1,0,-0.35847577296069416
U001_N0023,U001,2024-01-24 10:12:56.681034,Chicago,41.901114953243805,-87.59904989538602,65.3722232597958,0.3322894341784131,10,0,none,,2024-01-23 08:58:38.275220,41.84507175439654,-87.62918012232592,25.238446059444446,6.712528969363959,0.26596443194457575,1,0,-0.40889711768402465
U001_N0024,U001,2024-01-25 09:55:41.767987,Chicago,41.913771010590736,-87.61243098829607,72.05873210266552,0.3095835292709161,9,0,none,,2024-01-24 10:12:56.681034,41.901114953243805,-87.59904989538602,23.712524153611113,1.7907159267291255,0.07551772705127313,1,0,-0.3919226960378291
U001_N0025,U001,2024-01-26 09:20:18.934918,Chicago,41.89957843993451,-87.65714499782027,60.42106533146471,0.3478459246172801,9,0,none,,2024-01-25 09:55:41.767987,41.913771010590736,-87.61243098829607,23.4103241475,4.022786943422564,0.17183815645082212,1,0,-0.38206077159017093
U001_N0026,U001,2024-01-27 08:30:00.874094,Chicago,41.85788713525922,-87.60996421700271,69.73581753538616,0.3474352569265361,8,0,none,,2024-01-26 09:20:18.934918,41.89957843993451,-87.65714499782027,23.16164977111111,6.062116313779911,0.2617307650226635,1,0,-0.35992710709445636
U001_N0027,U001,2024-01-28 08:03:10.374565,Chicago,41.89420316461543,-87.6715860035005,70.43907559058327,0.314512728220386,8,0,none,,2024-01-27 08:30:00.874094,41.85788713525922,-87.60996421700271,23.552639019722225,6.506665136495834,0.27626055539030514,1,0,-0.35893650195475396
U001_N0028,U001,2024-01-29 08:55:58.394120,Chicago,41.847592525267736,-87.67819246363844,71.3428778286488,0.2898838223208493,8,0,none,,2024-01-28 08:03:10.374565,41.89420316461543,-87.6715860035005,24.880005431944447,5.21165440333168,0.20947159427225148,1,0,-0.3619257097451386
U001_N0029,U001,2024-01-30 10:59:14.482274,Chicago,41.89576128923004,-87.62316913966644,67.7467726440755,0.3129373383671411,10,0,none,,2024-01-29 08:55:58.394120,41.847592525267736,-87.67819246363844,26.054468931666666,7.03169488504143,0.26988440652862783,1,0,-0.41812684406292466
U001_N0030,U001,2024-01-31 09:33:18.874027,Chicago,41.86930977246668,-87.59079534448229,64.89466179926268,0.3914620637689061,9,0,none,,2024-01-30 10:59:14.482274,41.89576128923004,-87.62316913966644,22.567886598055555,3.979204299356077,0.17632153024461425,1,0,-0.38306655861551153
U001_N0031,U001,2024-02-01 08:16:08.328007,Chicago,41.88769038846264,-87.63074823061811,72.10204996291489,0.3088004826847894,8,0,none,,2024-01-31 09:33:18.874027,41.86930977246668,-87.59079534448229,22.71373721666667,3.8882547462886,0.17118516029301922,1,0,-0.360109393429486
U001_N0032,U001,2024-02-02 08:27:52.393503,Chicago,41.85795603417968,-87.59165059777337,71.38607530030579,0.3673319594654041,8,0,none,,2024-02-01 08:16:08.328007,41.88769038846264,-87.63074823061811,24.195573748888886,4.627245949471509,0.19124348930489826,1,0,-0.353002281754226
U001_N0033,U001,2024-02-03 10:01:40.386731,Chicago,41.928033158371605,-87.67246537439938,64.22611799819558,0.3192108916789306,10,0,none,,2024-02-02 08:27:52.393503,41.85795603417968,-87.59165059777337,25.563331452222226,10.269610217707891,0.4017320761537578,1,0,-0.46102681496919323
U001_N0034,U001,2024-02-04 08:56:39.832800,Chicago,41.86946914668095,-87.59557868592736,60.2283660532318,0.3684912869775199,8,0,none,,2024-02-03 10:01:40.386731,41.928033158371605,-87.67246537439938,22.916512796944446,9.105007179268853,0.3973120718647412,1,0,-0.4099459676209661
U001_N0035,U001,2024-02-05 09:27:35.638434,Chicago,41.85541636490698,-87.6504709411581,73.38790152663681,0.3251146094976094,9,0,none,,2024-02-04 08:56:39.832800,41.86946914668095,-87.59557868592736,24.515501565,4.806828853714705,0.196073037338027,1,0,-0.37144683892427893
U001_N0036,U001,2024-02-06 08:12:33.551045,Chicago,41.85965101436478,-87.63802191435536,65.3328169772732,0.3693586781879999,8,0,none,,2024-02-05 09:27:35.638434,41.85541636490698,-87.6504709411581,22.749420169722224,1.1334486281416287,0.04982318756634352,1,0,-0.3898320588650714
U001_N0037,U001,2024-02-07 10:16:55.378525,Chicago,41.88015162946872,-87.60017048210332,75.62811986395029,0.3826148893616052,10,0,none,,2024-02-06 08:12:33.551045,41.85965101436478,-87.63802191435536,26.072729855555558,3.8755154418773587,0.14864248827598567,1,0,-0.4262829643520883
U001_N0038,U001,2024-02-08 10:06:58.133085,Chicago,41.867558295264,-87.67060180601591,69.85461783435147,0.3236722430282766,10,0,none,,2024-02-07 10:16:55.378525,41.88015162946872,-87.60017048210332,23.834098488888888,5.997311605959819,0.2516273736451865,1,0,-0.4038276093221054
U001_N0039,U001,2024-02-09 09:02:27.373451,Chicago,41.88426446347076,-87.65134587478717,66.90105419714041,0.3462947334430733,9,0,none,,2024-02-08 10:06:58.133085,41.867558295264,-87.67060180601591,22.924788990555555,2.447978606219264,0.1067830376640662,1,0,-0.37748712126985023
U001_N0040,U001,2024-02-10 08:33:12.383507,Chicago,41.85715429158198,-87.58347481696092,67.2996269871162,0.3915027302669063,8,0,none,,2024-02-09 09:02:27.373451,41.88426446347076,-87.65134587478717,23.512502793333333,6.377289180018364,0.2712297043012606,1,0,-0.36932540596664926
U001_N0041,U001,2024-02-11 10:55:27.775262,Chicago,41.89995122107672,-87.66616469075822,62.43414172574299,0.2634628029583462,10,0,none,,2024-02-10 08:33:12.383507,41.85715429158198,-87.58347481696092,26.370942154166666,8.337511962047156,0.31616283989041366,1,0,-0.4516465774570972
U001_N0042,U001,2024-02-12 08:34:16.412006,Chicago,41.83808729666172,-87.63716855250598,73.17374010720201,0.3283487853779728,8,0,none,,2024-02-11 10:55:27.775262,41.89995122107672,-87.66616469075822,21.646843540000003,7.28592958213358,0.33658161609891596,1,0,-0.38617434017702734
U001_N0043,U001,2024-02-13 08:04:42.963339,Chicago,41.87423522297311,-87.65602126408426,69.89299079613765,0.3662026703453941,8,0,none,,2024-02-12 08:34:16.412006,41.83808729666172,-87.63716855250598,23.507375370277778,4.312081441903049,0.1834352569770572,1,0,-0.353394580476313
U001_N0044,U001,2024-02-14 09:04:02.354246,Chicago,41.90300393165619,-87.67522838723083,70.1079573339938,0.2957438582236592,9,0,none,,2024-02-13 08:04:42.963339,41.87423522297311,-87.65602126408426,24.988719696388888,3.5722647538209236,0.14295509322701117,1,0,-0.37776683387314475
U001_N0045,U001,2024-02-15 08:06:52.146778,Chicago,41.86418796667164,-87.67082009341866,67.57043884738576,0.3189277481615308,8,0,none,,2024-02-14 09:04:02.354246,41.90300393165619,-87.67522838723083,23.047164592222224,4.331539206044239,0.18794239042775843,1,0,-0.35532040880761917
U001_N0046,U001,2024-02-16 09:43:31.344767,Chicago,41.89497736826428,-87.6751941075803,74.45769449629688,0.3431593293892278,9,0,none,,2024-02-15 08:06:52.146778,41.86418796667164,-87.67082009341866,25.610888330277774,3.4427234128219153,0.13442420928257492,1,0,-0.37993799043506815
U001_N0047,U001,2024-02-17 08:22:40.683507,Chicago,41.84629344270815,-87.67294312525995,67.96142559493211,0.3455226492261271,8,0,none,,2024-02-16 09:43:31.344767,41.89497736826428,-87.6751941075803,22.652594094444446,5.416613229477738,0.2391166860137296,1,0,-0.358795019368023
U001_N0048,U001,2024-02-18 10:19:24.892854,Chicago,41.89432882184424,-87.63417471095084,69.60418736321,0.3705607254520796,10,0,none,,2024-02-17 08:22:40.683507,41.84629344270815,-87.67294312525995,25.945613707499998,6.2317069654861506,0.24018344818279536,1,0,-0.4152015446367628
U001_N0049,U001,2024-02-19 08:02:07.750348,Chicago,41.9261190563824,-87.58946493580439,70.37867256276503,0.318178804148617,8,0,none,,2024-02-18 10:19:24.892854,41.89432882184424,-87.63417471095084,21.711904859444445,5.117008433743011,0.23567754496295,1,0,-0.37457290106023655
U001_N0050,U001,2024-02-20 09:53:45.379949,Chicago,41.83232719357358,-87.5985531517411,66.5087085507957,0.3181972983451895,9,0,none,,2024-02-19 08:02:07.750348,41.9261190563824,-87.58946493580439,25.860452666944443,10.456285886534113,0.40433499062062556,1,0,-0.43825845409523884
U001_N0051,U001,2024-02-21 09:49:20.120446,Chicago,41.89289428467799,-87.5922527986473,73.03802381828467,0.3682719386183852,9,0,none,,2024-02-20 09:53:45.379949,41.83232719357358,-87.5985531517411,23.926316804722223,6.754932988745081,0.2823223082715302,1,0,-0.37372946075569685
U001_N0052,U001,2024-02-22 10:35:07.808980,Chicago,41.92905051420007,-87.63873823230885,66.17280802310502,0.3941933807729777,10,0,none,,2024-02-21 09:49:20.120446,41.89289428467799,-87.5922527986473,24.763246815,5.564188788963919,0.2246954460589347,1,0,-0.4130832424067031
U001_N0053,U001,2024-02-23 09:42:15.171500,Chicago,41.88618666921438,-87.65614031402096,74.69557090146328,0.3774013712929794,9,0,none,,2024-02-22 10:35:07.808980,41.92905051420007,-87.63873823230885,23.11871181111111,4.979047862405743,0.21536874126406808,1,0,-0.36916004701421024
U001_N0054,U001,2024-02-24 09:41:11.655835,Chicago,41.87965611906831,-87.64103819137807,62.26367670382308,0.3195006706739541,9,0,none,,2024-02-23 09:42:15.171500,41.88618666921438,-87.65614031402096,23.982356759722222,1.4458276181038496,0.06028713660586025,1,0,-0.3998255813642345
U001_N0055,U001,2024-02-25 08:51:03.057798,Chicago,41.914714314409565,-87.64450948095373,69.49155364630161,0.3537922255079657,8,0,none,,2024-02-24 09:41:11.655835,41.87965611906831,-87.64103819137807,23.164278323055555,3.9088666556294505,0.168745453716075,1,0,-0.35608244868877353
U001_N0056,U001,2024-02-26 08:19:43.836912,Chicago,41.85932107716981,-87.647133545463,52.15323559177331,0.3894112198814434,8,0,none,,2024-02-25 08:51:03.057798,41.914714314409565,-87.64450948095373,23.477994198333334,6.163276064770167,0.2625128881413425,1,0,-0.4054250029547776
U001_N0057,U001,2024-02-27 08:23:44.992849,Chicago,41.84134646020175,-87.58690708943126,78.0420461034844,0.3592701007461417,8,0,none,,2024-02-26 08:19:43.836912,41.85932107716981,-87.647133545463,24.06698776027778,5.373941967722996,0.2232910084656548,1,0,-0.369589326533316
U001_N0058,U001,2024-02-28 10:02:42.130657,Chicago,41.8726091475047,-87.6577423582429,69.38736540309226,0.3785348635866157,10,0,none,,2024-02-27 08:23:44.992849,41.84134646020175,-87.58690708943126,25.649204946666668,6.819131535926548,0.2658613220217086,1,0,-0.4156421119280112
U001_N0059,U001,2024-02-29 08:52:59.334277,Chicago,41.88133261686925,-87.65667719275754,74.27717553999138,0.3525861950063183,8,0,none,,2024-02-28 10:02:42.130657,41.8726091475047,-87.6577423582429,22.838112116666668,0.9740061612992139,0.042648278295665656,1,0,-0.39564383841005996
U002_N0000,U002,2024-01-01 09:38:26.800402,New York,40.73050843642967,-74.03512758455697,61.39381395927562,0.3439487130142149,9,0,none,,,,,,,0.0,1,0,-0.5390009472754823
U002_N0001,U002,2024-01-02 08:03:43.598451,New York,40.70052020867814,-74.0028526974795,66.72077205565827,0.4036556430002991,8,0,none,,2024-01-01 09:38:26.800402,40.73050843642967,-74.03512758455697,22.421332791388892,4.3033041975903705,0.19192900964580892,1,0,-0.36763024922758514
U002_N0002,U002,2024-01-03 08:16:38.447030,New York,40.68375064712925,-74.01997771071281,66.12691654155661,0.3390447153381924,8,0,none,,2024-01-02 08:03:43.598451,40.70052020867814,-74.0028526974795,24.21523571638889,2.358323162266533,0.09739005599150201,1,0,-0.3715609841141447
U002_N0003,U002,2024-01-04 09:58:38.550677,New York,40.70363358316066,-73.97978907509733,62.689088917462826,0.3884892478738805,9,0,none,,2024-01-03 08:16:38.447030,40.68375064712925,-74.01997771071281,25.700028790833333,4.045768034988553,0.15742270438356842,1,0,-0.3924519233231286
U002_N0004,U002,2024-01-05 10:51:58.678852,New York,40.75191157152787,-74.03470098320108,61.941844130684856,0.3540452751764932,10,0,none,,2024-01-04 09:58:38.550677,40.70363358316066,-73.97978907509733,24.88892449305556,7.087248874015519,0.2847551277674929,1,0,-0.4295819463235849
U002_N0005,U002,2024-01-06 08:06:30.971660,New York,40.68168091065865,-74.03055060531607,69.64482308058263,0.3448540657477857,8,0,none,,2024-01-05 10:51:58.678852,40.75191157152787,-74.03470098320108,21.242303557777777,7.817123132215994,0.36799790149660055,1,0,-0.39510166380868594
U002_N0006,U002,2024-01-07 09:55:42.090134,New York,40.67881211597238,-74.01363015950601,59.45802631158693,0.4142260809888179,9,0,none,,2024-01-06 08:06:30.971660,40.68168091065865,-74.03055060531607,25.819755131666668,1.4620522444561312,0.056625333470455556,1,0,-0.42760953219394493
U002_N0007,U002,2024-01-08 08:05:41.763615,New York,40.68599498628543,-74.01467591531713,71.09978785500616,0.3132180102514712,8,0,none,,2024-01-07 09:55:42.090134,40.67881211597238,-74.01363015950601,22.166575966944446,0.8035518659625464,0.03625060844583441,1,0,-0.4069476268769118
U002_N0008,U002,2024-01-09 08:40:36.660901,New York,40.75405318271354,-74.01833609422616,60.4432749336003,0.4041330714048989,8,0,none,,2024-01-08 08:05:41.763615,40.68599498628543,-74.01467591531713,24.58191591277778,7.574010068144103,0.30811308992425207,1,0,-0.3909465912906738
U002_N0009,U002,2024-01-10 09:04:31.943932,New York,40.74660638895004,-74.05547813298939,62.09299413887532,0.3616332172686105,9,0,none,,2024-01-09 08:40:36.660901,40.75405318271354,-74.01833609422616,24.398689730833333,3.236452887213139,0.13264863494383222,1,0,-0.3826081497648753
U002_N0010,U002,2024-01-11 08:08:51.859544,New York,40.75699143978146,-73.97578810768644,56.97432037500156,0.3683404710179942,8,0,none,,2024-01-10 09:04:31.943932,40.74660638895004,-74.05547813298939,23.072198781111112,6.8112984960175345,0.29521670477257894,1,0,-0.38279268883700657
U002_N0011,U002,2024-01-12 10:37:08.069362,New York,40.68734070719307,-74.0543624503349,63.75799626283332,0.3850159964413646,10,0,none,,2024-01-11 08:08:51.859544,40.75699143978146,-73.97578810768644,26.47116939388889,10.189627236200828,0.38493302220918113,1,0,-0.47969946226067806
U002_N0012,U002,2024-01-13 09:45:29.219981,New York,40.74496473906774,-74.03526518982568,64.0233421233246,0.3302172476527951,9,0,none,,2024-01-12 10:37:08.069362,40.68734070719307,-74.0543624503349,23.139208505277775,6.606558560240577,0.28551359303122664,1,0,-0.38351899707718906
U002_N0013,U002,2024-01-14 08:55:43.716927,New York,40.72061746344509,-74.03713571944967,67.7632837883872,0.4345769047048262,8,0,none,,2024-01-13 09:45:29.219981,40.74496473906774,-74.03526518982568,23.17069359611111,2.7118773807412686,0.11703911104311615,1,0,-0.3901197072042934
U002_N0014,U002,2024-01-15 09:35:09.792458,New York,40.71203077009038,-73.98276816082644,60.94172754068022,0.420093952190652,9,0,none,,2024-01-14 08:55:43.716927,40.72061746344509,-74.03713571944967,24.657243203055554,4.6805204220213374,0.18982334657109282,1,0,-0.397496144202892
U002_N0015,U002,2024-01-16 08:02:01.533267,New York,40.66884082233656,-73.98081821605304,59.64475666053304,0.4744923764765346,8,0,none,,2024-01-15 09:35:09.792458,40.71203077009038,-73.98276816082644,22.447705780277776,4.80531631169489,0.21406714604736,1,0,-0.4106297179754163
U002_N0016,U002,2024-01-17 09:41:54.228442,New York,40.740504466751936,-73.96968489413234,60.511497762785964,0.3810466067459592,9,0,none,,2024-01-16 08:02:01.533267,40.66884082233656,-73.98081821605304,25.66463754861111,8.023706675837708,0.31263666438460674,1,0,-0.3991998669928289
U002_N0017,U002,2024-01-18 09:01:29.230913,New York,40.72366443216223,-74.00451843914578,63.71702457893323,0.3547701982292127,9,0,none,,2024-01-17 09:41:54.228442,40.740504466751936,-73.96968489413234,23.326389575277776,3.4815273130161377,0.14925272947966184,1,0,-0.38053207324021493
U002_N0018,U002,2024-01-19 09:59:07.384461,New York,40.72220867002279,-73.97376362912533,72.26756707765304,0.3723333344827014,9,0,none,,2024-01-18 09:01:29.230913,40.72366443216223,-74.00451843914578,24.960598207777778,2.5968089585021494,0.10403632704976509,1,0,-0.3842203584407295
U002_N0019,U002,2024-01-20 09:23:53.529773,New York,40.72208056844221,-74.02525865917747,64.33899005779308,0.3180584896391739,9,0,none,,2024-01-19 09:59:07.384461,40.72220867002279,-73.97376362912533,23.41281814222222,4.33964651201286,0.1853534455208032,1,0,-0.37564038351126905
U002_N0020,U002,2024-01-21 10:14:33.169401,New York,40.71847661059492,-74.01996995110898,52.1484213482761,0.3365999030852814,10,0,none,,2024-01-20 09:23:53.529773,40.72208056844221,-74.02525865917747,24.844344341111114,0.5993728783529496,0.02412512361459823,1,0,-0.4885535983778673
U002_N0021,U002,2024-01-22 10:16:49.859521,New York,40.74743176048544,-74.00847639451358,62.84128991731678,0.387040463849655,10,0,none,,2024-01-21 10:14:33.169401,40.71847661059492,-74.01996995110898,24.03796947777778,3.36215919869499,0.13986868573916705,1,0,-0.41966043506302686
U002_N0022,U002,2024-01-23 09:18:28.991977,New York,40.67770104842768,-74.0511297466243,59.817429790336334,0.3686408504299166,9,0,none,,2024-01-22 10:16:49.859521,40.74743176048544,-74.00847639451358,23.027536793333336,8.546584780404691,0.37114628703487723,1,0,-0.41660765367208014
U002_N0023,U002,2024-01-24 09:28:56.563820,New York,40.69642698610481,-74.00965827291452,61.95130215543557,0.3746074280977761,9,0,none,,2024-01-23 09:18:28.991977,40.67770104842768,-74.0511297466243,24.174325511944446,4.069761425377107,0.1683505677693573,1,0,-0.38278487743254086
U002_N0024,U002,2024-01-25 09:15:26.260183,New York,40.67569776827162,-74.0222714034758,68.48422508071398,0.3801823439331913,9,0,none,,2024-01-24 09:28:56.563820,40.69642698610481,-74.00965827291452,23.774915656388888,2.5385076802500874,0.10677252096025543,1,0,-0.3779388061438931
U002_N0025,U002,2024-01-26 10:36:44.582771,New York,40.69704721027914,-74.01154770148091,54.88509440684209,0.4275970355258799,10,0,none,,2024-01-25 09:15:26.260183,40.67569776827162,-74.0222714034758,25.355089607777778,2.5403179411572383,0.10018966528826564,1,0,-0.4758611725171699
U002_N0026,U002,2024-01-27 10:49:20.941884,New York,40.685243694434405,-73.98866504141155,61.21586952005296,0.374066887210812,10,0,none,,2024-01-26 10:36:44.582771,40.69704721027914,-74.01154770148091,24.21009975361111,2.333400073814559,0.09638126639550569,1,0,-0.42932157662109943
U002_N0027,U002,2024-01-28 08:29:03.521681,New York,40.74672149810748,-74.0245853329207,58.10481531226021,0.3638520877361699,8,0,none,,2024-01-27 10:49:20.941884,40.685243694434405,-73.98866504141155,21.66182772138889,7.476375250172049,0.3451405553738144,1,0,-0.4026268793816573
U002_N0028,U002,2024-01-29 08:36:52.044227,New York,40.744070998587794,-74.0510795671288,65.34192271519036,0.3105018282527921,8,0,none,,2024-01-28 08:29:03.521681,40.74672149810748,-74.0245853329207,24.130145151666664,2.2513338520061152,0.09329963984284678,1,0,-0.36988023966661976
U002_N0029,U002,2024-01-30 08:06:12.041033,New York,40.72791023191445,-73.98108287613927,58.09117912040937,0.3727902280150048,8,0,none,,2024-01-29 08:36:52.044227,40.744070998587794,-74.0510795671288,23.488888001666666,6.1652770351466115,0.2624763264531361,1,0,-0.3772677312403639
U002_N0030,U002,2024-01-31 10:11:13.792926,New York,40.69787726259513,-74.02625531661282,67.53371318127134,0.3819619557918601,10,0,none,,2024-01-30 08:06:12.041033,40.72791023191445,-73.98108287613927,26.083819970277776,5.064397189384417,0.1941585701463682,1,0,-0.4163286108817817
U002_N0031,U002,2024-02-01 10:25:11.545388,New York,40.7586515248793,-73.99942251806432,60.65393552069997,0.3633823301327366,10,0,none,,2024-01-31 10:11:13.792926,40.69787726259513,-74.02625531661282,24.232709017222223,7.126017605820978,0.29406607411315455,1,0,-0.42673538299253494
U002_N0032,U002,2024-02-02 10:46:15.402175,New York,40.668788762454014,-73.97941351132589,59.33108506656285,0.3798807179948817,10,0,none,,2024-02-01 10:25:11.545388,40.7586515248793,-73.99942251806432,24.35107132972222,10.133595344982973,0.41614577066324787,1,0,-0.4691506097780937
U002_N0033,U002,2024-02-03 10:27:14.169505,New York,40.741707207094926,-74.03420971729551,64.96563565595676,0.3338198550361568,10,0,none,,2024-02-02 10:46:15.402175,40.668788762454014,-73.97941351132589,23.682990925000002,9.331525772808767,0.39401804452656,1,0,-0.4452122301272769
U002_N0034,U002,2024-02-04 10:02:58.798150,New York,40.743858255870265,-74.03949224398507,66.2179853346938,0.398545345106065,10,0,none,,2024-02-03 10:27:14.169505,40.741707207094926,-74.03420971729551,23.59573017916667,0.5052380886119587,0.021412267591449558,1,0,-0.4582296326556178
U002_N0035,U002,2024-02-05 08:35:33.388570,New York,40.72106200424417,-74.03113694467598,56.76534107488544,0.3836317714562294,8,0,none,,2024-02-04 10:02:58.798150,40.743858255870265,-74.03949224398507,22.542941783333333,2.630776790290022,0.11670068687464,1,0,-0.3911664534413169
