event_id,user_id,timestamp,city,latitude,longitude,typing_speed_wpm,click_through_rate,login_hour,is_anomaly,anomaly_type,resources_accessed,data_volume_mb,implied_speed_kmh,prev_timestamp,prev_latitude,prev_longitude,hours_since_last_login,distance_from_last_login,velocity_kmh,if_predict,if_predicted_binary,anomaly_score,svm_predict,svm_predicted_binary,anomaly_score_normalized,composite_risk_score,attck_technique
U001_N0022,U001,2024-01-23 08:03:15.681239,Chicago,41.89420316461543,-87.6715860035005,69.50253145922866,0.3548096838733879,8,0,none,2.0,3.2,,2024-01-22 08:16:41.019237,41.85418522909005,-87.67068972321941,23.776295000555553,4.450410159314114,0.1871784548101429,1,0,-0.3705937829119482,1,0,0.022846936340229274,0.011423468170114637,N/A
U001_N0023,U001,2024-01-24 09:38:34.167448,Chicago,41.87856137535862,-87.63515758570136,68.94942850083471,0.3277538526908046,9,0,none,5.0,7.59,,2024-01-23 08:03:15.681239,41.89420316461543,-87.6715860035005,25.588468391388886,3.481223658294254,0.1360465818058015,1,0,-0.39957933305081583,1,0,0.0978453345719823,0.04892266728599115,N/A
U001_N0024,U001,2024-01-25 08:28:54.077033,Chicago,41.88425402305549,-87.62911859231612,71.03761785877235,0.2903439785111162,8,0,none,3.0,9.74,,2024-01-24 09:38:34.167448,41.87856137535862,-87.63515758570136,22.838863773611113,0.8066198388514708,0.03531786199379454,1,0,-0.41525284974048,1,0,0.13839963286032886,0.06919981643016443,N/A
U001_N0025,U001,2024-01-26 10:21:36.697036,Chicago,41.91920465551772,-87.61688613740027,69.03872268347939,0.4012281480277334,10,0,none,5.0,6.85,,2024-01-25 08:28:54.077033,41.88425402305549,-87.62911859231612,25.87850555638889,4.016028904459544,0.15518782163478007,1,0,-0.4377067104592016,1,0,0.1964976706741728,0.0982488353370864,N/A
U001_N0026,U001,2024-01-27 10:48:48.385459,Chicago,41.90685540143063,-87.67563962282455,71.49169854481396,0.342623452150161,10,0,none,3.0,9.19,,2024-01-26 10:21:36.697036,41.91920465551772,-87.61688613740027,24.453246784166666,5.0518670037839914,0.20659289330262048,1,0,-0.42443425911599586,1,0,0.16215598709113355,0.08107799354556677,N/A
U001_N0027,U001,2024-01-28 08:05:43.077669,Chicago,41.9253071847024,-87.64692496953295,79.56814428523982,0.4049482551603011,8,0,none,5.0,8.6,,2024-01-27 10:48:48.385459,41.90685540143063,-87.67563962282455,21.281858947222222,3.13922064777589,0.1475068815915459,1,0,-0.4220043346901817,1,0,0.1558687012232728,0.0779343506116364,N/A
U001_N0028,U001,2024-01-29 08:34:35.771307,Chicago,41.86169220051563,-87.66305072533139,61.39947710066054,0.3714911545559989,8,0,none,3.0,9.34,,2024-01-28 08:05:43.077669,41.9253071847024,-87.64692496953295,24.48130378833333,7.198493296086486,0.2940404383003882,1,0,-0.3918464767549989,1,0,0.07783702584007657,0.038918512920038284,N/A
U001_N0029,U001,2024-01-30 09:02:46.461969,Chicago,41.89150072266992,-87.58099461498956,69.26475681631986,0.2973679730282158,9,0,none,3.0,3.56,,2024-01-29 08:34:35.771307,41.86169220051563,-87.66305072533139,24.469636294999997,7.559190309330294,0.30892123684220435,1,0,-0.39444830493082433,1,0,0.08456910250332028,0.04228455125166014,N/A
U001_N0030,U001,2024-01-31 10:13:29.593269,Chicago,41.87197808564463,-87.65437930564055,77.86833494351967,0.3137687395396918,10,0,none,4.0,5.26,,2024-01-30 09:02:46.461969,41.89150072266992,-87.58099461498956,25.17864758333333,6.45151094472868,0.25622944693023036,1,0,-0.42353084667036,1,0,0.15981846077058026,0.07990923038529013,N/A
U001_N0031,U001,2024-02-01 08:05:51.623651,Chicago,41.8370940917,-87.6403216172786,69.315469479609,0.3267104317185784,8,0,none,5.0,5.99,,2024-01-31 10:13:29.593269,41.87197808564463,-87.65437930564055,21.87278621722222,4.049891943695024,0.18515665555704172,1,0,-0.38268686842069943,1,0,0.0541370805151985,0.02706854025759925,N/A
U001_N0032,U001,2024-02-02 09:58:48.654944,Chicago,41.85865412521283,-87.6209166739431,66.30039951483954,0.3242095103098634,9,0,none,5.0,3.6,,2024-02-01 08:05:51.623651,41.8370940917,-87.6403216172786,25.882508692499997,2.88632808022816,0.11151655021232677,1,0,-0.39881277483099586,1,0,0.09586191047402837,0.04793095523701418,N/A
U001_N0033,U001,2024-02-03 08:32:40.111075,Chicago,41.87572651616138,-87.59579769249879,67.10110542863751,0.2914381404159934,8,0,none,4.0,6.56,,2024-02-02 09:58:48.654944,41.85865412521283,-87.6209166739431,22.564293369722222,2.8160631054499863,0.1248017413755445,1,0,-0.3736634487595294,1,0,0.03078951533467089,0.015394757667335446,N/A
U001_N0034,U001,2024-02-04 10:59:14.743344,Chicago,41.87335207375808,-87.60559573570008,69.905984797937,0.3137790968892869,10,0,none,3.0,8.44,,2024-02-03 08:32:40.111075,41.87572651616138,-87.59579769249879,26.442953408055555,0.8531286751055184,0.032262987493886446,1,0,-0.44155400046798915,1,0,0.2064523062360205,0.10322615311801026,N/A
U001_N0035,U001,2024-02-05 08:42:39.101555,Chicago,41.83581935955085,-87.58847862723735,61.2295698249694,0.3293616223772768,8,0,none,3.0,7.29,,2024-02-04 10:59:14.743344,41.87335207375808,-87.60559573570008,21.723432836388888,4.407662024442069,0.20289896434134486,1,0,-0.37539113384623674,1,0,0.03525979840782845,0.017629899203914223,N/A
U001_N0036,U001,2024-02-06 10:22:10.408882,Chicago,41.89571113285002,-87.63643271013221,73.56302295936375,0.2957438582236592,10,0,none,3.0,0.64,,2024-02-05 08:42:39.101555,41.83581935955085,-87.58847862723735,25.658696479722224,7.75369515358433,0.3021858557667568,1,0,-0.4362217002666974,1,0,0.1926552945501364,0.0963276472750682,N/A
U001_N0037,U001,2024-02-07 08:06:52.146778,Chicago,41.83941569882686,-87.64885866906087,66.22744868726835,0.3869586351190969,8,0,none,3.0,4.62,,2024-02-06 10:22:10.408882,41.89571113285002,-87.63643271013221,21.744927193333336,6.343768293377586,0.29173554995035755,1,0,-0.37814925243279174,1,0,0.042396267273653865,0.021198133636826932,N/A
U001_N0038,U001,2024-02-08 09:48:58.340347,Chicago,41.856089362334174,-87.67846954597096,61.8230063342867,0.3431593293892278,9,0,none,5.0,6.76,,2024-02-07 08:06:52.146778,41.83941569882686,-87.64885866906087,25.701720435833334,3.0746050355633274,0.11962642902600068,1,0,-0.39953174502290445,1,0,0.09772220336173232,0.04886110168086616,N/A
U001_N0039,U001,2024-02-09 09:22:40.683507,Chicago,41.83265113105416,-87.62142244187265,69.5412999503461,0.3695720119222826,9,0,none,3.0,5.95,,2024-02-08 09:48:58.340347,41.856089362334174,-87.67846954597096,23.56176198888889,5.396578078618415,0.22903966524928399,1,0,-0.3796208141311918,1,0,0.04620384621386564,0.02310192310693282,N/A
U001_N0040,U001,2024-02-10 08:06:48.571742,Chicago,41.89259396701016,-87.59795731562286,67.61890191325116,0.2972888441385847,8,0,none,2.0,1.16,,2024-02-09 09:22:40.683507,41.83265113105416,-87.62142244187265,22.735524509722225,6.942820588305711,0.30537323145268996,1,0,-0.39443764697646955,1,0,0.08454152567620454,0.04227076283810227,N/A
U001_N0041,U001,2024-02-11 09:17:44.369010,Chicago,41.83182218256516,-87.6705557039244,66.54154939382806,0.3513907153928695,9,0,none,5.0,4.16,,2024-02-10 08:06:48.571742,41.89259396701016,-87.59795731562286,25.182165907777776,9.04482676723409,0.35917588663175715,1,0,-0.4131089398534138,1,0,0.13285239271091465,0.06642619635545732,N/A
U001_N0042,U001,2024-02-12 08:26:15.086872,Chicago,41.87960374542934,-87.6107109641308,75.38331512566087,0.3642642054075928,8,0,none,5.0,7.48,,2024-02-11 09:17:44.369010,41.83182218256516,-87.6705557039244,23.14186607277778,7.265990437320874,0.31397599547376165,1,0,-0.3926852955641885,1,0,0.08000741994315519,0.040003709971577595,N/A
U001_N0043,U001,2024-02-13 08:54:28.994872,Chicago,41.85820345725713,-87.66225604562203,72.71018124970617,0.3675015955587793,8,0,none,2.0,7.45,,2024-02-12 08:26:15.086872,41.87960374542934,-87.6107109641308,24.47053,4.886665858964879,0.19969595505143856,1,0,-0.3763157021698803,1,0,0.037652064312628464,0.018826032156314232,N/A
U001_N0044,U001,2024-02-14 09:48:58.026991,Chicago,41.88618666921438,-87.65614031402096,66.23509580929321,0.3888616463604281,9,0,none,4.0,1.48,,2024-02-13 08:54:28.994872,41.85820345725713,-87.66225604562203,24.908064477499998,3.1525261633229076,0.12656648476924626,1,0,-0.3952988919299224,1,0,0.08676994610240618,0.04338497305120309,N/A
U001_N0045,U001,2024-02-15 08:25:44.156386,Chicago,41.88052523724479,-87.59735425338923,72.38347808056469,0.3306761146777024,8,0,none,2.0,1.01,,2024-02-14 09:48:58.026991,41.88618666921438,-87.65614031402096,22.612813720833334,4.9071649185098805,0.217008152063309,1,0,-0.3893212062279566,1,0,0.07130303756927714,0.03565151878463857,N/A
U001_N0046,U001,2024-02-16 10:11:45.675402,Chicago,41.87930256577718,-87.67167155888048,68.35108698612144,0.3511630826135525,10,0,none,5.0,6.89,,2024-02-15 08:25:44.156386,41.88052523724479,-87.59735425338923,25.767088615555558,6.154208817272934,0.23883989802238062,1,0,-0.4329389083738755,1,0,0.18416126450722603,0.09208063225361302,N/A
U001_N0047,U001,2024-02-17 10:35:51.473967,Chicago,41.90812960504712,-87.66865353979826,70.59630480596263,0.4100985149281695,10,0,none,4.0,1.61,,2024-02-16 10:11:45.675402,41.87930256577718,-87.67167155888048,24.401610712500002,3.2151398378912632,0.1317593283399227,1,0,-0.4224905754836482,1,0,0.15712682054445903,0.07856341027222952,N/A
U001_N0048,U001,2024-02-18 08:12:23.276618,Chicago,41.9138480763764,-87.6373908524953,66.15509046006999,0.3228690939897662,8,0,none,4.0,7.21,,2024-02-17 10:35:51.473967,41.90812960504712,-87.66865353979826,21.608834069722224,2.6639697250375356,0.12328151146156588,1,0,-0.38204543175857264,1,0,0.052477401054358275,0.026238700527179137,N/A
U001_N0049,U001,2024-02-19 08:19:17.786128,Chicago,41.83848377140852,-87.58133604214987,61.733291516603245,0.2867882339663785,8,0,none,5.0,2.75,,2024-02-18 08:12:23.276618,41.9138480763764,-87.6373908524953,24.115141530555558,9.579442893557115,0.3972376807915183,1,0,-0.41055177268605875,1,0,0.12623587376807466,0.06311793688403733,N/A
U001_N0050,U001,2024-02-20 10:05:35.182219,Chicago,41.87816669879641,-87.64220124098777,73.1046655923612,0.3023131262518378,10,0,none,4.0,1.56,,2024-02-19 08:19:17.786128,41.83848377140852,-87.58133604214987,25.771498914166667,6.699201234493472,0.259946123304877,1,0,-0.4278541133994657,1,0,0.17100465797084585,0.08550232898542293,N/A
U001_N0051,U001,2024-02-21 08:24:57.524736,Chicago,41.83113536447674,-87.63313393580059,70.58730602578031,0.3099975471993478,8,0,none,2.0,6.97,,2024-02-20 10:05:35.182219,41.87816669879641,-87.64220124098777,22.32287292138889,5.283290634088536,0.23667610583520804,1,0,-0.3730411801573396,1,0,0.02917943209627949,0.014589716048139745,N/A
U001_N0052,U001,2024-02-22 08:43:48.458353,Chicago,41.91685991281895,-87.65764041614806,61.87390505913141,0.3458728915221959,8,0,none,4.0,9.23,,2024-02-21 08:24:57.524736,41.83113536447674,-87.63313393580059,24.314148226944447,9.745702905913106,0.4008243601605223,1,0,-0.4132388201545485,1,0,0.13318845031548976,0.06659422515774488,N/A
U001_N0053,U001,2024-02-23 10:29:30.307751,Chicago,41.92693025356191,-87.62769021558299,76.22943126306507,0.381457617984849,10,0,none,4.0,9.96,,2024-02-22 08:43:48.458353,41.91685991281895,-87.65764041614806,25.76162483277778,2.7192030092681563,0.10555246522371449,1,0,-0.4511163054447422,1,0,0.23119420532795254,0.11559710266397627,N/A
U001_N0054,U001,2024-02-24 08:33:04.974604,Chicago,41.92152543416692,-87.58412975925921,76.60286301034402,0.3373554545927575,8,0,none,5.0,6.39,,2024-02-23 10:29:30.307751,41.92693025356191,-87.62769021558299,22.05962968138889,3.653622515880079,0.165624834534849,1,0,-0.38696135267152654,1,0,0.06519705593546876,0.03259852796773438,N/A
U001_N0055,U001,2024-02-25 09:41:58.911574,Chicago,41.86882683839899,-87.6570605254295,64.9825371339322,0.2895729919891056,9,0,none,5.0,9.87,,2024-02-24 08:33:04.974604,41.92152543416692,-87.58412975925921,25.148315824999997,8.412874210035149,0.3345303227690457,1,0,-0.4373283144426177,1,0,0.1955185933406357,0.09775929667031785,N/A
U001_N0056,U001,2024-02-26 08:10:15.160756,Chicago,41.9113795019707,-87.61152688274461,78.35456742016929,0.3727653056026193,8,0,none,3.0,1.29,,2024-02-25 09:41:58.911574,41.86882683839899,-87.6570605254295,22.471180328333332,6.049350990890765,0.26920486162728596,1,0,-0.39473505631033773,1,0,0.0853110547537077,0.04265552737685385,N/A
U001_N0057,U001,2024-02-27 09:44:17.985526,Chicago,41.88515878725441,-87.6635165738863,75.97169646335352,0.3251896639711152,9,0,none,3.0,9.88,,2024-02-26 08:10:15.160756,41.9113795019707,-87.61152688274461,25.567451325,5.197727309734937,0.20329469854715512,1,0,-0.40836391297136937,1,0,0.12057491603667536,0.06028745801833768,N/A
U001_N0058,U001,2024-02-28 08:08:51.859544,Chicago,41.92699143978146,-87.59578810768643,63.48698388125657,0.338505191131336,8,0,none,4.0,1.77,,2024-02-27 09:44:17.985526,41.88515878725441,-87.6635165738863,22.409409449444446,7.28370370818636,0.3250288109830994,1,0,-0.38530552446714195,1,0,0.06091269829930712,0.03045634914965356,N/A
U001_N0059,U001,2024-02-29 10:37:08.069362,Chicago,41.91647223762551,-87.59870989908698,76.55487983875935,0.3555851241853586,10,0,none,2.0,7.69,,2024-02-28 08:08:51.859544,41.92699143978146,-87.59578810768643,26.47116939388889,1.1944002683009027,0.04512079729188847,1,0,-0.4506132565754564,1,0,0.229892596103771,0.1149462980518855,N/A
U002_N0000,U002,2024-01-01 07:18:56.537792,New York,40.69581627180329,-74.04864424078004,56.87168342634397,0.3278315708395306,7,0,none,3.0,8.4,,,,,,,0.0,1,0,-0.4813762294066515,1,0,0.30948997052423455,0.15474498526211727,N/A
U002_N0001,U002,2024-01-02 06:01:25.318058,New York,40.71519068387745,-74.00390620284647,52.94940363407258,0.3570010614343803,6,0,none,5.0,5.06,,2024-01-01 07:18:56.537792,40.69581627180329,-74.04864424078004,22.707994518333333,4.34311300293922,0.19125920606651553,1,0,-0.4393141326858268,1,0,0.20065678070318527,0.10032839035159263,N/A
U002_N0002,U002,2024-01-03 07:41:54.228442,New York,40.740504466751936,-73.96968489413234,52.24467242141906,0.3262627653140664,7,0,none,3.0,6.1,,2024-01-02 06:01:25.318058,40.71519068387745,-74.00390620284647,25.67469732888889,4.029698589234296,0.15695213609003766,1,0,-0.3936510881115026,1,0,0.08250635109076843,0.04125317554538421,N/A
U002_N0003,U002,2024-01-04 08:01:29.230913,New York,40.703747492202375,-73.96958413055063,55.19489647233506,0.2313035902709897,8,0,none,5.0,9.15,,2024-01-03 07:41:54.228442,40.740504466751936,-73.96968489413234,24.326389575277776,4.087197909872497,0.16801498213389632,1,0,-0.42735917560399717,1,0,0.169724035670884,0.084862017835442,N/A
U002_N0004,U002,2024-01-05 06:06:36.133792,New York,40.73964717756739,-74.01406531920539,44.77480693029848,0.3365677060987629,6,0,none,5.0,4.86,,2024-01-04 08:01:29.230913,40.703747492202375,-73.96958413055063,22.08525079972222,5.4760176533292535,0.24794908162863735,1,0,-0.4718389761748792,1,0,0.2848128913421357,0.14240644567106786,N/A
U002_N0005,U002,2024-01-06 07:17:34.990089,New York,40.70926180939929,-74.02712483897126,47.67187687394369,0.3449251253494076,7,0,none,4.0,5.6,,2024-01-05 06:06:36.133792,40.73964717756739,-74.01406531920539,25.183015638055558,3.5534145101971344,0.14110361369221236,1,0,-0.41360315084909516,1,0,0.13413113445937375,0.06706556722968687,N/A
U002_N0006,U002,2024-01-07 07:10:15.555365,New York,40.729766757369696,-74.04199327276507,48.68495037655914,0.2880403553831314,7,0,none,5.0,5.0,,2024-01-06 07:17:34.990089,40.70926180939929,-74.02712483897126,23.877934798888887,2.6016821180416922,0.10895758531691595,1,0,-0.42364175721855674,1,0,0.1601054352603487,0.08005271763017435,N/A
U002_N0007,U002,2024-01-08 07:50:12.746687,New York,40.720193539554096,-74.03761509340937,51.67803694813921,0.3599507351165105,7,0,none,3.0,2.18,,2024-01-07 07:10:15.555365,40.729766757369696,-74.04199327276507,24.665886478333334,1.1266172263006327,0.0456751160064837,1,0,-0.4230839588619056,1,0,0.15866216497274965,0.07933108248637483,N/A
U002_N0008,U002,2024-01-09 06:16:58.640035,New York,40.710341727085485,-73.99096051713707,53.23656025690149,0.2901492030765027,6,0,none,3.0,1.99,,2024-01-08 07:50:12.746687,40.720193539554096,-74.03761509340937,22.446081485555556,4.081857185416722,0.18185166030175326,1,0,-0.43419216593545246,1,0,0.1874039943929724,0.0937019971964862,N/A
U002_N0009,U002,2024-01-10 06:06:25.163839,New York,40.68768776481472,-73.9793798720207,50.51216351517972,0.3413183994582003,6,0,none,4.0,5.6,,2024-01-09 06:16:58.640035,40.710341727085485,-73.99096051713707,23.824034389999998,2.701572557409958,0.11339693828447156,1,0,-0.44011605678794896,1,0,0.20273171193183048,0.10136585596591524,N/A
U002_N0010,U002,2024-01-11 07:58:56.645511,New York,40.70625347161332,-73.98525290618663,54.47701912441379,0.3412005019184367,7,0,none,3.0,7.62,,2024-01-10 06:06:25.163839,40.68768776481472,-73.9793798720207,25.875411575555553,2.1229568328190096,0.08204533584403204,1,0,-0.4068868525257689,1,0,0.11675310941300288,0.05837655470650144,N/A
U002_N0011,U002,2024-01-12 07:09:20.250278,New York,40.704741236682345,-74.0067382733545,50.14169514157186,0.2819565480447232,7,0,none,2.0,2.23,,2024-01-11 07:58:56.645511,40.70625347161332,-73.98525290618663,23.17322354638889,1.818871290739726,0.07849021466947195,1,0,-0.43765289847774635,1,0,0.19635843535190067,0.09817921767595034,N/A
U002_N0012,U002,2024-01-13 07:35:41.279606,New York,40.71353355640155,-74.03667835884502,55.31090516994973,0.304146872957932,7,0,none,3.0,8.0,,2024-01-12 07:09:20.250278,40.704741236682345,-74.0067382733545,24.439174813333334,2.706380985745781,0.1107394585298868,1,0,-0.393030227377657,1,0,0.08089991062852686,0.04044995531426343,N/A
U002_N0013,U002,2024-01-14 07:56:40.740862,New York,40.66869202880874,-74.00628934581815,61.80984476281624,0.3396946251435924,7,0,none,2.0,5.86,,2024-01-13 07:35:41.279606,40.71353355640155,-74.03667835884502,24.349850348888886,5.605920150351162,0.23022400836262089,1,0,-0.37340506675962165,1,0,0.03012096717766999,0.015060483588834994,N/A
U002_N0014,U002,2024-01-15 07:14:18.462770,New York,40.68443531554647,-74.01017523021511,48.51489688893172,0.338001349754798,7,0,none,2.0,1.47,,2024-01-14 07:56:40.740862,40.66869202880874,-74.00628934581815,23.293811641111112,1.7809811719785635,0.07645726682340473,1,0,-0.4350311191181925,1,0,0.18957473617967258,0.09478736808983629,N/A
U002_N0015,U002,2024-01-16 07:54:10.347501,New York,40.68459577283845,-74.04393186267404,51.2322547552736,0.2835785926090134,7,0,none,4.0,1.03,,2024-01-15 07:14:18.462770,40.68443531554647,-74.01017523021511,24.664412425277778,2.846424771652617,0.1154061456065909,1,0,-0.42175541557464014,1,0,0.15522463772040862,0.07761231886020431,N/A
U002_N0016,U002,2024-01-17 07:23:55.471568,New York,40.75750671629452,-74.01092512207413,54.92024467789524,0.3507722882157697,7,0,none,3.0,5.79,,2024-01-16 07:54:10.347501,40.68459577283845,-74.04393186267404,23.49586779638889,8.57123739956778,0.36479765181880636,1,0,-0.3915575512010845,1,0,0.07708944804189821,0.038544724020949106,N/A
