event_id,user_id,timestamp,city,latitude,longitude,typing_speed_wpm,click_through_rate,login_hour,is_anomaly,anomaly_type,resources_accessed,data_volume_mb,implied_speed_kmh
U010_N0002,U010,2024-01-03 06:42:51.943874,New York,40.73493790167242,-73.96821591169065,66.53889324125889,0.24242699114985697,6,0,none,3.0,2.3,
U036_N0002,U036,2024-01-03 06:44:54.652180,New York,40.72129858620637,-74.01318161039713,70.39136255740563,0.3503084800962821,6,0,none,4.0,1.64,
U039_N0002,U039,2024-01-03 07:04:15.983153,Atlanta,33.75457774854056,-84.37460822117266,65.20931281975896,0.4119245872490537,7,0,none,4.0,8.55,
U040_N0002,U040,2024-01-03 07:07:55.088507,Chicago,41.900637920990306,-87.63829647754868,47.62174203720694,0.4094431280909393,7,0,none,2.0,7.35,
U028_N0002,U028,2024-01-03 07:08:03.669815,Seattle,47.60963643724663,-122.33272931013637,65.91068633422591,0.4634692343734652,7,0,none,5.0,1.75,
U018_N0002,U018,2024-01-03 07:13:24.090145,Houston,29.752960274344858,-95.36456774019165,72.45004354462029,0.3657960286287279,7,0,none,4.0,4.04,
U035_N0002,U035,2024-01-03 07:16:47.781968,Boston,42.338442032390375,-71.0832753024929,64.08795376976394,0.35083762378839956,7,0,none,2.0,3.65,
U004_N0002,U004,2024-01-03 07:17:04.169543,Houston,29.7179419368989,-95.41143417504036,92.8864005734813,0.2113596162453492,7,0,none,2.0,6.36,
U031_N0002,U031,2024-01-03 07:20:52.500084,Atlanta,33.792269498395434,-84.40238348895689,66.91766680349637,0.25593318369374046,7,0,none,3.0,0.87,
U037_N0002,U037,2024-01-03 07:23:40.631917,Denver,39.70880571437156,-104.99413758944948,68.69063086416803,0.37979303624216887,7,0,none,5.0,7.01,
U038_N0002,U038,2024-01-03 07:25:35.790422,Chicago,41.9088446260793,-87.59867157868322,60.285594217928065,0.26273123809147986,7,0,none,4.0,3.64,
U045_N0002,U045,2024-01-03 07:29:17.162197,New York,40.73445070366477,-74.00797909260437,62.874682262568676,0.2896418687886272,7,0,none,5.0,8.01,
U027_N0002,U027,2024-01-03 07:29:58.712790,Houston,29.75972454801896,-95.41595611687873,62.041139296242015,0.31728679583512365,7,0,none,2.0,9.39,
U002_N0002,U002,2024-01-03 07:41:54.228442,New York,40.740504466751936,-73.96968489413234,52.24467242141906,0.3262627653140664,7,0,none,3.0,6.1,
U046_N0002,U046,2024-01-03 07:42:32.056466,Houston,29.746273381821695,-95.32416906372971,71.75957422011713,0.2702776549913961,7,0,none,4.0,6.92,
U042_N0002,U042,2024-01-03 07:42:42.598044,Seattle,47.632024540077495,-122.314048004533,66.08034618954478,0.4156299940253251,7,0,none,2.0,2.85,
U044_N0002,U044,2024-01-03 07:50:38.961261,Chicago,41.86936939533975,-87.66812325870593,61.50461297802394,0.38443846281701344,7,0,none,2.0,2.85,
U012_N0002,U012,2024-01-03 07:57:37.100836,Chicago,41.844609656554134,-87.5976996425553,61.74674024251148,0.4162813719808311,7,0,none,4.0,8.75,
U033_N0002,U033,2024-01-03 08:00:35.389449,Seattle,47.612737328997085,-122.35593150907766,59.07236929650013,0.42600767541931506,8,0,none,3.0,2.45,
U014_N0002,U014,2024-01-03 08:04:50.201908,Houston,29.787399508729404,-95.41479275937787,64.19006437183452,0.32390246790200383,8,0,none,5.0,5.59,
U047_N0002,U047,2024-01-03 08:07:28.294915,Boston,42.40998221653614,-71.0297914255628,56.16050358569215,0.3924520499088211,8,0,none,4.0,5.33,
U050_N0002,U050,2024-01-03 08:16:55.627284,Chicago,41.849294899243766,-87.66534379971856,76.12780975754345,0.31616925689448644,8,0,none,2.0,7.54,
U043_N0002,U043,2024-01-03 08:17:43.238481,Houston,29.808755382886158,-95.35576401762833,56.971858865190114,0.30992012019925136,8,0,none,2.0,3.03,
U032_N0002,U032,2024-01-03 08:33:37.782576,Chicago,41.86746612995127,-87.66301184127288,57.06459810547398,0.27640414741038166,8,0,none,3.0,3.72,
U041_N0002,U041,2024-01-03 08:36:26.185396,Boston,42.36158021016655,-71.01061974732988,73.65768583803947,0.38888424789550635,8,0,none,3.0,9.89,
U009_N0002,U009,2024-01-03 08:37:28.736351,Atlanta,33.72956650392716,-84.34674554106475,64.77524527346638,0.33391258063002593,8,0,none,3.0,2.9,
U029_N0002,U029,2024-01-03 08:40:21.704274,Chicago,41.887288660117996,-87.62156485830178,63.69233839160271,0.34606585774280474,8,0,none,2.0,5.31,
U023_N0002,U023,2024-01-03 08:41:15.943483,Atlanta,33.73528441183735,-84.37546691871705,61.050189215109484,0.3330498272700886,8,0,none,4.0,8.41,
U020_N0002,U020,2024-01-03 08:42:32.289599,Boston,42.407607968622145,-71.01430082311296,71.71124510225061,0.2045014798247018,8,0,none,5.0,4.97,
U003_N0002,U003,2024-01-03 08:58:57.567203,Boston,42.377964728269305,-71.08817461121349,71.87827038432617,0.3457219385303227,8,0,none,5.0,8.9,
U022_N0002,U022,2024-01-03 08:58:57.784368,Los Angeles,34.05664666059796,-118.27506154532287,57.26215347719543,0.4025138492006143,8,0,none,4.0,5.15,
U001_N0002,U001,2024-01-03 09:00:39.999288,Chicago,41.83466656632137,-87.58262444811585,66.83474865607313,0.3330450262180097,9,0,none,3.0,2.4,
U026_N0002,U026,2024-01-03 09:26:21.721511,Los Angeles,34.00990194228951,-118.21419236027079,61.73831415101257,0.29873016435783484,9,0,none,3.0,3.88,
U019_N0002,U019,2024-01-03 09:30:59.267541,Denver,39.721684494365036,-104.95749068760135,61.29415596149392,0.3933834776633767,9,0,none,2.0,9.8,
U011_N0002,U011,2024-01-03 09:31:28.447886,New York,40.74740136713087,-74.03792874140557,65.19482631350877,0.19719190875558354,9,0,none,2.0,3.26,
U025_N0002,U025,2024-01-03 09:32:13.009506,Boston,42.31718894546,-71.04654498591384,73.6643854205869,0.33733596100759206,9,0,none,2.0,7.31,
U015_N0002,U015,2024-01-03 09:51:27.293512,New York,40.66759935063158,-73.99212117777398,76.41682325758528,0.4781540471479133,9,0,none,4.0,8.82,
U013_N0002,U013,2024-01-03 09:52:29.804774,Houston,29.8064432179568,-95.34821294194481,67.06535276060958,0.3801251054589238,9,0,none,3.0,7.38,
U048_N0002,U048,2024-01-03 09:56:05.253312,Chicago,41.89188063073305,-87.59004972398684,53.00086000099204,0.43365753903235804,9,0,none,2.0,4.14,
U034_N0002,U034,2024-01-03 09:57:10.878192,Seattle,47.603340821737184,-122.33040225333072,73.89633298668109,0.2944708817303596,9,0,none,3.0,8.89,
U017_N0002,U017,2024-01-03 10:07:43.056158,Atlanta,33.71150109368281,-84.37051792701283,74.46571279985145,0.35609844125584916,10,0,none,5.0,7.52,
U024_N0002,U024,2024-01-03 10:17:27.606038,Seattle,47.593139413894264,-122.28227584349996,79.75433011349376,0.31611286827256585,10,0,none,3.0,1.15,
U007_N0002,U007,2024-01-03 10:41:49.450523,Chicago,41.923628062146896,-87.67359936533913,79.74232604673925,0.3113591313221104,10,0,none,4.0,6.19,
U030_N0002,U030,2024-01-03 10:42:59.480236,Chicago,41.84924753654037,-87.65357401221503,52.30178832582355,0.40909151087742457,10,0,none,2.0,9.93,
U021_N0002,U021,2024-01-03 10:52:31.158339,New York,40.7389728261808,-74.03847793547337,62.94315950355846,0.31476810604508376,10,0,none,4.0,8.06,
U006_N0003,U006,2024-01-04 06:07:46.075242,Los Angeles,34.0360050465901,-118.19432001845156,54.675701689992366,0.3419812965702409,6,0,none,4.0,1.55,
U045_N0003,U045,2024-01-04 06:31:06.957813,New York,40.68520468596721,-73.98151200905008,57.04871301666576,0.306948572650103,6,0,none,4.0,1.73,
U010_N0003,U010,2024-01-04 06:48:39.189416,New York,40.668116422446374,-74.01477975208965,78.25923216370956,0.2973532343203749,6,0,none,2.0,5.33,
U027_N0003,U027,2024-01-04 06:56:20.960366,Houston,29.785182638842628,-95.37503103266307,68.63700772452397,0.3604039577040129,6,0,none,2.0,1.49,
U031_N0003,U031,2024-01-04 07:03:06.892623,Atlanta,33.74281494419923,-84.39963263423759,72.97673013451532,0.35607096432581653,7,0,none,5.0,6.95,
U009_N0003,U009,2024-01-04 07:05:21.571311,Atlanta,33.76136379029894,-84.35020647065562,66.72442369625651,0.455627146658443,7,0,none,3.0,8.99,
U019_N0003,U019,2024-01-04 07:09:45.762624,Denver,39.71799373296919,-105.0194044088656,54.68141412143852,0.33415091073196673,7,0,none,3.0,0.57,
U044_N0003,U044,2024-01-04 07:15:03.888454,Chicago,41.89205526585949,-87.61340343816929,61.505843314518515,0.4313431242553862,7,0,none,4.0,4.23,
U008_N0003,U008,2024-01-04 07:18:59.341771,Chicago,41.83875486640278,-87.65171988693295,45.2278294777946,0.3643783206404691,7,0,none,2.0,9.63,
U036_N0003,U036,2024-01-04 07:20:16.986549,New York,40.690056388511195,-73.98026755365998,73.27438502528616,0.40194346960988453,7,0,none,5.0,8.95,
U029_N0003,U029,2024-01-04 07:21:37.805516,Chicago,41.869913170240004,-87.59923379223343,66.04578038817888,0.4169266254467149,7,0,none,2.0,5.73,
U012_N0003,U012,2024-01-04 07:23:30.013417,Chicago,41.831691279992164,-87.58904355726196,67.20836653805533,0.36548653154402094,7,0,none,2.0,8.15,
U032_N0003,U032,2024-01-04 07:25:32.914144,Chicago,41.83968921611642,-87.65640991333017,51.88409840923111,0.3029307237804609,7,0,none,4.0,7.61,
U011_N0003,U011,2024-01-04 07:27:56.413662,New York,40.74578577835175,-74.0295096875615,64.60222152483477,0.2091111159153654,7,0,none,5.0,7.3,
U047_N0003,U047,2024-01-04 07:37:58.001283,Boston,42.331010564228635,-71.08047185633865,57.07291466982524,0.36142619802788045,7,0,none,4.0,1.09,
U004_N0003,U004,2024-01-04 07:38:39.662475,Houston,29.793186311325144,-95.35303973838661,85.72525518573225,0.23131529911076726,7,0,none,5.0,8.86,
U020_N0003,U020,2024-01-04 07:39:20.296518,Boston,42.34927085321442,-71.048396147166,70.77898247376513,0.16786177146108888,7,0,none,4.0,3.46,
U042_N0003,U042,2024-01-04 07:44:25.786327,Seattle,47.59665617198715,-122.30711297069028,58.182542785724095,0.39651887232658795,7,0,none,2.0,9.12,
U035_N0003,U035,2024-01-04 07:53:41.719912,Boston,42.35498958559881,-71.04486284475868,62.1797703659709,0.38707813098458754,7,0,none,4.0,2.73,
U014_N0003,U014,2024-01-04 07:57:57.831513,Houston,29.76976131909325,-95.33905725115372,72.02826860444435,0.4006073067764168,7,0,none,3.0,8.21,
U041_N0003,U041,2024-01-04 07:58:55.583197,Boston,42.37598101148014,-71.08408919932647,64.79106620563715,0.35474340527101994,7,0,none,2.0,3.51,
U049_N0003,U049,2024-01-04 07:59:20.054351,Houston,29.744698931864864,-95.35724635100547,47.95835280128317,0.2953094543659506,7,0,none,3.0,4.66,
U002_N0003,U002,2024-01-04 08:01:29.230913,New York,40.703747492202375,-73.96958413055063,55.19489647233506,0.23130359027098973,8,0,none,5.0,9.15,
U043_N0003,U043,2024-01-04 08:06:55.904496,Houston,29.802707940504366,-95.37125238553466,56.03096189270772,0.33464089403702174,8,0,none,2.0,9.25,
